followers_count,following_count,followers_following_ratio,account_age_days,bio_length,has_profile_pic,posts_per_day,avg_likes,avg_comments,hashtags_per_post,has_url_in_bio,posting_regularity,content_repetition_score,engagement_consistency,is_fake
114,4,28.5,3122,63,1,4.68,34.199999999999996,2,3.6,1,0.82,0.17,0.6,0
223,552,0.40398550724637683,918,92,1,0.24,15.0,0,5.9,0,0.34,0.22,0.75,0
176,19,9.263157894736842,1266,83,1,0.14,7.0,0,6.8,0,0.47,0.23,0.64,0
374,117,3.1965811965811968,507,61,1,1.19,0.0,0,0.2,0,0.88,0.13,0.76,0
97,16,6.0625,1469,122,1,2.77,4.0,0,4.3,0,0.9,0.0,0.95,0
30730,19199,1.6006041981353196,200,64,1,9.04,132.0,5,17.4,1,0.75,0.63,0.11,1
218,72,3.0277777777777777,3727,82,1,1.31,0.0,0,6.8,0,0.79,0.02,0.52,0
1087,28,38.82142857142857,2566,42,1,0.76,5.0,0,5.2,0,0.33,0.24,0.86,0
273,628,0.43471337579617836,906,115,0,0.62,53.0,2,5.5,0,0.42,0.08,0.74,0
4797,264,18.170454545454547,60,140,1,2.73,83.0,0,2.9,1,0.49,0.59,0.41,1
2233,157,14.222929936305732,83,101,1,1.32,56.0,1,7.0,1,0.68,0.72,0.23,1
103,94,1.0957446808510638,184,44,1,0.85,23.0,0,2.5,1,0.68,0.17,0.82,0
195,41,4.7560975609756095,1300,40,1,0.27,48.0,1,4.1,0,0.8,0.22,0.66,0
2419,289,8.370242214532873,8,150,1,2.05,97.0,2,3.6,1,0.4,0.59,0.4,1
152,3084,0.04928664072632944,1645,13,1,0.5,36.0,2,1.4,0,0.85,0.04,0.51,0
36,346,0.10404624277456648,3774,93,1,2.2,0.0,0,3.9,0,0.92,0.01,0.94,0
743,103,7.213592233009709,3681,31,1,0.25,10.0,1,6.7,0,0.48,0.1,0.69,0
1007,643,1.5660964230171073,3512,72,1,2.16,5.0,0,7.3,1,0.38,0.07,0.77,0
3102,273,11.362637362637363,35,112,1,3.94,83.0,3,7.2,1,0.62,0.44,0.2,1
2654,26,102.07692307692308,1690,58,1,0.32,2.0,0,7.6,1,0.89,0.06,0.59,0
4,2827,0.0014149274849663955,95,0,0,27.43,2.0,0,22.1,0,0.93,0.7,0.13,1
37372,1551,24.095422308188265,637,102,1,0.54,4.0,0,5.5,1,0.68,0.0,0.62,0
4345,241,18.029045643153527,3285,112,1,0.09,5.0,0,4.4,0,0.91,0.14,0.5,0
8982,639,14.056338028169014,1746,68,1,1.02,22.0,3,7.1,0,0.72,0.1,0.71,0
133,28,4.75,2274,73,1,0.61,3.0,0,5.6,1,0.83,0.17,0.9,0
15,574,0.02613240418118467,396,96,1,0.89,4.5,0,1.6,0,0.79,0.03,0.63,0
28,4929,0.005680665449381213,87,0,0,34.55,0.0,0,22.4,0,0.98,0.73,0.15,1
2847,156,18.25,57,159,1,2.1,31.0,1,7.6,1,0.32,0.73,0.4,1
576,122,4.721311475409836,862,73,1,0.02,11.0,1,2.2,0,0.95,0.15,0.51,0
6,1087,0.005519779208831647,1672,107,0,0.43,1.7999999999999998,0,1.6,1,0.85,0.23,0.6,0
265,9,29.444444444444443,704,49,1,1.39,28.0,1,0.9,0,0.8,0.17,0.91,0
96,34,2.823529411764706,2283,114,1,0.76,7.0,0,2.0,1,0.53,0.1,0.8,0
913,48,19.020833333333332,1840,64,1,0.25,5.0,0,1.6,1,0.6,0.24,0.92,0
292,18,16.22222222222222,1094,68,1,0.73,42.0,1,2.3,0,0.53,0.13,0.77,0
16710,95,175.89473684210526,1066,91,1,1.33,169.0,8,7.1,0,0.7,0.22,0.87,0
28393,19558,1.4517333060640147,455,90,1,13.02,238.0,10,20.9,0,0.91,0.38,0.36,1
887,148,5.993243243243243,1744,95,1,1.7,4.0,0,6.9,1,0.37,0.02,0.82,0
74,2576,0.02872670807453416,76,138,0,7.26,0.0,0,27.8,1,0.85,0.71,0.3,1
84,2788,0.03012912482065997,84,139,1,5.1,4.0,0,27.7,1,0.97,0.58,0.16,1
439,2794,0.15712240515390122,128,148,1,21.36,3.0,0,26.4,1,0.76,0.89,0.07,1
73,17,4.294117647058823,1316,29,1,0.57,21.9,3,0.7,0,0.74,0.24,0.67,0
264,2409,0.1095890410958904,32,133,1,27.88,8.0,0,24.8,1,0.72,0.72,0.2,1
1412,77,18.337662337662337,2105,104,1,0.27,158.0,14,1.0,0,0.78,0.01,0.8,0
13,135,0.0962962962962963,750,133,1,0.2,3.9,0,3.1,0,0.65,0.08,0.65,0
41,4125,0.009939393939393939,89,0,0,48.04,2.0,0,18.6,1,0.88,0.87,0.12,1
27,64,0.421875,243,111,1,0.21,8.1,0,6.7,0,0.39,0.06,0.89,0
447,4341,0.10297166551485833,35,137,1,23.01,7.0,0,23.4,1,0.93,0.76,0.18,1
18,824,0.021844660194174758,2981,131,1,0.64,1.0,0,0.7,0,0.65,0.12,0.91,0
10839,53042,0.20434749820896647,234,48,1,5.51,76.0,2,13.0,1,0.82,0.46,0.17,1
532,31,17.161290322580644,1308,56,1,2.02,3.0,0,3.7,0,0.66,0.06,0.52,0
63670,93014,0.6845206098006752,497,41,1,11.99,395.0,7,16.9,0,0.94,0.64,0.31,1
85,3943,0.02155718995688562,64,14,0,29.1,2.0,0,22.0,1,0.95,0.61,0.03,1
1802,457,3.9431072210065645,85,154,1,4.01,29.0,1,3.0,1,0.53,0.54,0.45,1
62740,98317,0.6381398944231415,133,88,1,3.41,104.0,3,19.7,1,0.74,0.39,0.1,1
58,78,0.7435897435897436,2082,139,1,0.16,17.4,0,6.5,0,0.39,0.12,0.6,0
48707,12717,3.830069985059369,338,62,1,6.98,400.0,18,12.3,0,0.92,0.43,0.24,1
2573,13,197.92307692307693,1347,77,1,0.53,1.0,0,6.7,0,0.82,0.09,0.87,0
29,558,0.05197132616487455,1522,63,1,0.37,2.0,0,0.7,0,0.61,0.24,0.88,0
371,2814,0.1318407960199005,187,114,1,6.73,4.0,0,29.7,1,0.73,0.7,0.2,1
136,10,13.6,1586,121,1,0.86,6.0,0,0.5,0,0.85,0.04,0.75,0
8,604,0.013245033112582781,3117,69,1,0.1,2.4,0,2.9,1,0.88,0.04,0.79,0
372,8,46.5,3403,79,1,0.0,42.0,2,2.2,1,0.48,0.08,0.94,0
18,64,0.28125,681,120,0,0.07,5.3999999999999995,0,0.4,0,0.7,0.1,0.86,0
386,51,7.568627450980392,2441,68,1,0.3,16.0,1,4.1,1,0.92,0.19,0.94,0
1916,271,7.070110701107011,1428,26,1,0.14,97.0,5,3.4,0,0.67,0.24,0.55,0
69,2433,0.02836004932182491,38,17,1,29.8,2.0,0,29.9,1,0.9,0.87,0.02,1
3,27,0.1111111111111111,992,95,1,1.72,0.8999999999999999,0,7.5,0,0.55,0.12,0.82,0
15,13,1.1538461538461537,3388,120,1,2.34,4.5,0,7.9,0,0.68,0.17,0.79,0
140,70,2.0,3615,67,1,0.76,1.0,0,4.7,1,0.61,0.25,0.54,0
120,4467,0.026863666890530557,83,101,1,24.62,8.0,0,25.7,1,0.79,0.71,0.26,1
144,53,2.7169811320754715,1453,144,1,0.43,1.0,0,5.5,0,0.46,0.15,0.76,0
59167,10167,5.8195141142913345,371,85,1,14.79,280.0,1,17.5,0,0.91,0.41,0.16,1
65,6730,0.009658246656760773,15,0,0,36.01,1.0,0,25.7,1,0.85,0.92,0.2,1
30,1212,0.024752475247524754,29,0,0,38.46,0.0,0,15.1,1,0.93,0.88,0.08,1
2067,68,30.397058823529413,245,109,1,0.16,16.0,1,2.0,1,0.55,0.1,0.89,0
4692,88,53.31818181818182,18,89,1,3.47,10.0,0,8.3,0,0.33,0.46,0.31,1
31,4188,0.007402101241642789,111,0,0,32.92,2.0,0,22.8,1,0.86,0.74,0.01,1
687,772,0.8898963730569949,3085,108,1,0.83,63.0,4,3.8,0,0.87,0.07,0.65,0
58,45,1.288888888888889,3514,104,1,0.24,17.4,2,6.4,1,0.85,0.19,0.63,0
59,1070,0.05514018691588785,7,15,1,26.66,0.0,0,24.4,0,0.89,0.98,0.05,1
284,267,1.0636704119850187,3342,57,1,0.65,13.0,0,1.8,0,0.73,0.1,0.86,0
101,48,2.1041666666666665,1403,43,1,0.87,8.0,0,5.3,1,0.87,0.23,0.78,0
37,1022,0.036203522504892366,2906,53,1,1.04,4.0,0,3.8,1,0.68,0.18,0.65,0
527,775,0.68,1092,83,1,0.47,3.0,0,5.3,0,0.47,0.2,0.91,0
85,263,0.3231939163498099,2980,96,1,0.67,16.0,1,7.2,0,0.51,0.0,0.87,0
18,59,0.3050847457627119,2115,77,1,0.24,2.0,0,7.9,0,0.85,0.1,0.85,0
51,4570,0.011159737417943107,5,0,0,12.1,2.0,0,18.2,0,0.97,0.72,0.1,1
7,80,0.0875,3249,137,1,0.24,2.1,0,5.7,0,0.63,0.21,0.57,0
3,42,0.07142857142857142,305,83,1,0.41,0.8999999999999999,0,1.3,1,0.85,0.08,0.69,0
1349,183,7.371584699453552,338,139,1,0.29,11.0,1,7.2,0,0.68,0.18,0.66,0
176,47,3.74468085106383,2239,79,1,0.64,25.0,3,8.0,0,0.51,0.23,0.59,0
11,25,0.44,2478,118,1,0.23,3.3,0,2.4,1,0.94,0.03,0.84,0
330,71,4.647887323943662,3408,36,1,3.16,3.0,0,7.1,1,0.56,0.23,0.84,0
1027,111,9.252252252252251,2449,73,1,0.84,32.0,3,5.2,1,0.39,0.24,0.52,0
99,1925,0.05142857142857143,175,133,1,28.59,7.0,0,23.6,1,0.92,0.74,0.22,1
78736,53125,1.4820894117647059,417,85,1,13.99,731.0,12,17.9,1,0.61,0.31,0.38,1
194,72,2.6944444444444446,2458,93,1,0.11,58.199999999999996,5,0.4,0,0.82,0.2,0.51,0
871,44,19.795454545454547,268,62,1,0.95,43.0,4,7.0,0,0.82,0.07,0.58,0
296,1799,0.16453585325180656,118,120,1,28.66,0.0,0,26.8,1,0.96,0.57,0.11,1
73,551,0.132486388384755,65,0,0,17.92,1.0,0,20.0,0,0.88,0.84,0.02,1
39,20,1.95,1995,133,1,0.83,6.0,0,2.3,1,0.58,0.08,0.94,0
89,769,0.11573472041612484,40,18,0,35.93,1.0,0,19.8,1,0.93,0.85,0.06,1
18,73,0.2465753424657534,1000,82,1,0.49,0.0,0,2.6,1,0.88,0.05,0.84,0
17465,20849,0.837690057077078,483,96,1,4.88,56.0,2,23.4,1,0.75,0.62,0.22,1
8401,127,66.14960629921259,3153,88,1,0.55,2.0,0,1.5,0,0.58,0.16,0.53,0
71,4655,0.015252416756176154,191,141,1,24.68,7.0,0,25.7,0,0.75,0.58,0.2,1
77,3236,0.02379480840543881,107,114,1,11.77,1.0,0,25.3,0,0.95,0.87,0.29,1
162,207,0.782608695652174,234,69,1,1.06,1.0,0,2.3,0,0.65,0.1,0.58,0
47,29,1.6206896551724137,1018,73,0,0.35,5.0,0,5.2,0,0.92,0.21,0.86,0
468,58,8.068965517241379,525,70,1,1.04,50.0,1,6.7,0,0.32,0.03,0.79,0
114,37,3.081081081081081,392,112,1,1.09,34.199999999999996,4,6.0,0,0.43,0.12,0.95,0
497,2843,0.1748153359127682,111,112,1,28.51,9.0,0,25.5,1,0.78,0.88,0.25,1
33,2010,0.016417910447761194,114,0,0,25.49,0.0,0,17.0,0,0.9,0.96,0.12,1
80,14,5.714285714285714,2378,144,1,0.13,3.0,0,6.0,1,0.85,0.19,0.52,0
19,77,0.24675324675324675,875,53,1,1.37,5.7,0,3.6,1,0.4,0.11,0.9,0
53,129,0.4108527131782946,3476,57,1,0.43,11.0,1,1.6,0,0.66,0.01,0.94,0
296,1148,0.2578397212543554,128,112,1,15.32,4.0,0,22.3,0,0.95,0.67,0.2,1
37,49,0.7551020408163265,2053,68,1,0.82,11.0,1,3.8,0,0.57,0.13,0.81,0
161,3826,0.04208050182958704,80,146,1,15.67,3.0,0,22.2,1,0.77,0.57,0.26,1
61,215,0.2837209302325581,3752,67,1,0.67,18.3,1,6.8,0,0.63,0.09,0.58,0
486,2846,0.17076598735066761,12,128,0,7.4,2.0,0,27.2,0,0.79,0.81,0.15,1
47535,11491,4.136715690540423,381,56,1,6.63,170.0,0,10.1,0,0.86,0.36,0.26,1
90,8,11.25,1651,126,1,0.77,2.0,0,2.5,0,0.82,0.15,0.94,0
450,142,3.1690140845070425,3133,75,1,0.78,43.0,5,0.3,0,0.85,0.04,0.8,0
43369,59309,0.7312380920265052,494,97,1,9.11,80.0,2,20.5,1,0.69,0.57,0.21,1
394,3624,0.108719646799117,162,130,1,16.89,3.0,0,26.9,1,0.74,0.63,0.05,1
40,7187,0.005565604563795742,53,17,1,19.46,2.0,0,29.3,1,0.93,0.86,0.16,1
61,30,2.033333333333333,3614,65,1,1.5,3.0,0,3.4,0,0.4,0.04,0.93,0
24,2,12.0,1584,70,1,0.88,4.0,0,3.7,1,0.44,0.01,0.9,0
4173,465,8.974193548387097,25,103,1,2.92,11.0,0,9.8,1,0.58,0.58,0.5,1
713,6,118.83333333333333,466,75,1,1.21,26.0,3,4.9,0,0.71,0.16,0.75,0
101,7,14.428571428571429,1532,110,1,3.88,6.0,0,3.7,1,0.95,0.14,0.82,0
290,21,13.80952380952381,387,55,1,0.57,65.0,1,2.2,0,0.34,0.21,0.5,0
50,4140,0.012077294685990338,87,7,1,36.64,1.0,0,25.0,1,0.91,0.9,0.14,1
675,264,2.5568181818181817,62,149,1,2.53,34.0,0,9.3,1,0.32,0.59,0.34,1
96293,7332,13.133251500272777,132,94,1,3.86,759.0,4,19.4,0,0.62,0.3,0.25,1
618,1600,0.38625,1940,74,1,0.14,17.0,1,7.0,0,0.77,0.21,0.56,0
123,163,0.754601226993865,2306,102,1,0.78,36.9,3,4.7,1,0.63,0.22,0.89,0
299,554,0.5397111913357401,3989,59,1,0.33,45.0,5,0.2,1,0.89,0.16,0.6,0
88,1626,0.05412054120541206,41,16,0,24.45,2.0,0,24.9,0,0.9,0.74,0.1,1
495,2060,0.24029126213592233,51,120,1,14.67,8.0,0,28.9,1,0.98,0.83,0.2,1
1138,1354,0.8404726735598228,880,62,1,0.65,15.0,1,7.2,0,0.94,0.24,0.85,0
64,3547,0.01804341697208909,103,17,1,11.85,2.0,0,20.4,0,0.88,0.8,0.06,1
46,71,0.647887323943662,1634,102,1,0.45,11.0,1,3.7,1,0.31,0.15,0.91,0
38,13,2.923076923076923,314,67,1,1.29,3.0,0,1.5,1,0.71,0.2,0.93,0
12,123,0.0975609756097561,1387,27,1,2.87,3.5999999999999996,0,5.9,1,0.69,0.23,0.63,0
178,2966,0.06001348617666891,81,154,1,25.85,6.0,0,22.1,1,0.95,0.53,0.16,1
712,94,7.574468085106383,1187,98,1,0.04,1.0,0,3.0,0,0.83,0.14,0.5,0
6,19,0.3157894736842105,3968,128,1,1.18,1.7999999999999998,0,5.3,0,0.6,0.18,0.86,0
13,766,0.016971279373368148,1977,54,1,1.72,1.0,0,6.7,1,0.44,0.01,0.56,0
21,9,2.3333333333333335,1385,104,1,2.1,6.3,0,5.7,0,0.78,0.07,0.81,0
88355,12454,7.094507788662277,230,84,1,13.16,298.0,3,18.8,0,0.66,0.64,0.32,1
57,2806,0.020313613684960798,62,0,0,11.28,0.0,0,28.8,0,1.0,0.62,0.07,1
349,2577,0.1354287931703531,118,159,1,29.71,7.0,0,21.2,0,0.93,0.56,0.18,1
205,1923,0.10660426417056683,17,154,1,27.35,9.0,0,25.8,1,0.81,0.81,0.06,1
610,391,1.5601023017902813,3367,66,1,0.3,37.0,5,0.3,0,0.41,0.18,0.58,0
111,208,0.5336538461538461,3765,53,1,0.07,4.0,0,7.8,0,0.85,0.21,0.8,0
40781,93946,0.43408979626594,226,83,1,4.86,353.0,9,19.3,1,0.88,0.47,0.2,1
306,407,0.7518427518427518,3265,57,1,0.16,54.0,1,1.9,0,0.89,0.22,0.82,0
992,1171,0.8471391972672929,3588,102,1,0.7,4.0,0,6.8,0,0.34,0.21,0.77,0
4310,91,47.362637362637365,2069,85,1,0.58,2.0,0,7.2,0,0.6,0.13,0.73,0
30,25,1.2,1534,80,1,2.99,9.0,1,1.4,0,0.79,0.06,0.65,0
400,4683,0.08541533205210335,10,137,1,24.68,1.0,0,28.9,0,0.74,0.81,0.12,1
1098,27,40.666666666666664,3027,104,1,0.41,3.0,0,4.2,0,0.72,0.04,0.81,0
2408,261,9.226053639846743,3255,70,1,0.41,62.0,6,3.6,0,0.53,0.16,0.58,0
2669,214,12.47196261682243,1835,58,1,1.41,13.0,0,1.4,0,0.3,0.07,0.76,0
46,6520,0.00705521472392638,57,0,0,16.65,0.0,0,23.5,0,0.94,0.69,0.08,1
304,321,0.9470404984423676,1365,75,1,1.12,10.0,0,0.2,0,0.61,0.04,0.52,0
4135,142,29.119718309859156,3071,45,1,1.02,21.0,0,3.7,1,0.52,0.0,0.68,0
1,1383,0.0007230657989877079,102,0,0,37.78,1.0,0,20.2,1,0.96,0.97,0.15,1
107,62,1.7258064516129032,357,103,1,2.11,24.0,2,5.0,0,0.49,0.09,0.91,0
49,106,0.46226415094339623,1715,94,1,0.13,5.0,0,2.4,0,0.54,0.04,0.68,0
210,126,1.6666666666666667,3346,127,1,0.38,6.0,0,8.0,0,0.8,0.19,0.79,0
85,2701,0.031469825990373936,98,0,0,26.72,0.0,0,15.3,0,0.97,0.91,0.04,1
51,7,7.285714285714286,3208,148,1,1.62,0.0,0,2.5,1,0.55,0.07,0.93,0
50,73,0.684931506849315,1699,0,1,1.46,15.0,0,4.0,1,0.35,0.14,0.75,0
163,266,0.6127819548872181,2528,52,1,1.1,11.0,0,2.4,0,0.35,0.22,0.62,0
79,6105,0.01294021294021294,70,0,0,26.82,0.0,0,24.8,0,0.94,0.61,0.04,1
57,2523,0.022592152199762187,13,11,0,15.63,2.0,0,16.9,1,0.96,1.0,0.02,1
105,618,0.16990291262135923,3291,101,1,0.39,0.0,0,1.7,0,0.48,0.01,0.55,0
128,80,1.6,1833,57,0,1.13,15.0,1,6.6,1,0.61,0.16,0.87,0
2,225,0.008888888888888889,2864,105,1,0.59,0.6,0,5.7,1,0.32,0.06,0.61,0
289,58,4.982758620689655,1164,76,1,0.19,1.0,0,1.4,0,0.8,0.12,0.82,0
862,275,3.1345454545454547,2990,110,1,0.73,2.0,0,2.1,0,0.49,0.11,0.58,0
600,102,5.882352941176471,3911,75,1,1.92,33.0,4,6.6,0,0.4,0.08,0.85,0
6,16,0.375,2922,58,1,0.12,1.7999999999999998,0,7.6,0,0.42,0.1,0.66,0
209,217,0.9631336405529954,1409,64,1,0.15,6.0,0,4.7,1,0.32,0.01,0.51,0
79,5223,0.015125406854298296,4,14,0,34.72,2.0,0,29.5,0,0.96,0.82,0.08,1
10944,19,576.0,1396,36,1,0.27,8.0,0,7.0,1,0.34,0.07,0.77,0
174,1131,0.15384615384615385,199,145,1,5.48,6.0,0,29.9,0,0.91,0.53,0.15,1
99,1380,0.07173913043478261,21,0,0,41.62,2.0,0,20.4,1,0.85,0.85,0.14,1
4785,464,10.3125,12,135,1,4.51,36.0,0,3.8,1,0.6,0.44,0.48,1
50333,79575,0.6325227772541627,404,95,1,4.65,286.0,6,21.8,1,0.75,0.55,0.35,1
54933,78339,0.7012216137556007,82,85,1,9.29,277.0,1,11.7,1,0.86,0.35,0.16,1
5884,99535,0.05911488421158387,448,31,1,7.59,42.0,2,13.6,1,0.65,0.55,0.37,1
4285,391,10.959079283887467,20,134,1,1.33,51.0,0,5.0,0,0.66,0.46,0.44,1
103,21,4.904761904761905,247,79,1,1.49,5.0,0,3.6,0,0.62,0.01,0.9,0
72,207,0.34782608695652173,2701,86,1,0.22,21.599999999999998,0,7.2,0,0.71,0.08,0.66,0
19,560,0.033928571428571426,1672,98,1,0.39,5.7,0,7.9,1,0.57,0.07,0.84,0
14,52,0.2692307692307692,1643,69,0,2.34,4.2,0,1.4,0,0.56,0.0,0.62,0
273,4241,0.06437161046922896,101,112,0,16.39,9.0,0,25.3,1,0.73,0.84,0.27,1
170,6,28.333333333333332,743,115,1,2.22,51.0,7,7.6,1,0.39,0.08,0.9,0
3411,416,8.19951923076923,13,132,1,1.82,11.0,0,6.4,1,0.6,0.62,0.48,1
16,296,0.05405405405405406,3230,86,1,0.39,4.8,0,3.4,0,0.5,0.19,0.92,0
333,1749,0.19039451114922812,197,147,0,8.83,0.0,0,25.9,1,0.74,0.81,0.15,1
59897,29629,2.0215667082925513,353,93,1,3.83,298.0,0,12.2,0,0.88,0.55,0.36,1
590,1,590.0,388,47,1,0.0,2.0,0,7.7,1,0.73,0.19,0.88,0
88,3973,0.022149509187012334,178,109,0,24.72,5.0,0,26.0,1,0.89,0.71,0.26,1
502,8,62.75,2935,126,1,0.64,13.0,0,1.0,0,0.47,0.01,0.83,0
45822,9330,4.911254019292604,227,45,1,5.57,201.0,7,24.7,1,0.94,0.62,0.17,1
129,13,9.923076923076923,2828,60,1,1.12,13.0,0,3.9,0,0.61,0.25,0.57,0
241,4152,0.05804431599229287,119,139,0,19.74,0.0,0,28.3,1,0.97,0.71,0.08,1
12,31,0.3870967741935484,3161,104,1,0.88,3.5999999999999996,0,5.0,0,0.68,0.04,0.83,0
1,7400,0.00013513513513513514,50,9,0,14.15,1.0,0,21.3,1,0.88,0.62,0.06,1
345,3379,0.10210121337673868,120,111,1,19.5,4.0,0,25.4,0,0.77,0.69,0.09,1
110,218,0.5045871559633027,2963,82,1,0.07,0.0,0,1.7,1,0.72,0.01,0.77,0
2079,266,7.815789473684211,1131,95,1,0.2,11.0,0,4.5,0,0.7,0.08,0.79,0
164,4507,0.03638784113601065,44,130,0,26.23,8.0,0,29.0,1,0.74,0.88,0.05,1
18,6197,0.0029046312731967083,40,7,1,29.97,0.0,0,25.1,0,1.0,0.77,0.02,1
45,127,0.3543307086614173,2486,95,1,0.5,4.0,0,1.4,0,0.5,0.17,0.57,0
410,675,0.6074074074074074,1107,32,1,0.39,15.0,1,3.1,0,0.52,0.11,0.78,0
177,26,6.8076923076923075,3133,83,1,0.07,17.0,1,1.7,0,0.93,0.2,0.88,0
62,3259,0.019024240564590365,80,7,0,33.47,2.0,0,29.6,0,0.89,0.64,0.12,1
4,80,0.05,231,0,1,0.69,1.2,0,5.6,1,0.68,0.04,0.55,0
99,7491,0.013215859030837005,72,0,0,39.47,1.0,0,28.6,0,0.92,0.7,0.19,1
37,91,0.4065934065934066,1099,67,1,2.31,11.1,1,6.3,0,0.79,0.03,0.73,0
10,641,0.015600624024960999,3683,91,1,2.07,3.0,0,0.8,1,0.54,0.05,0.76,0
3324,146,22.767123287671232,70,118,1,4.0,86.0,2,4.5,1,0.67,0.76,0.36,1
283,82,3.451219512195122,871,62,1,0.44,61.0,5,6.7,0,0.86,0.01,0.81,0
454,3907,0.11620168927565908,76,154,0,25.76,3.0,0,20.0,1,0.75,0.87,0.06,1
54034,35517,1.5213559703803812,173,67,1,8.47,309.0,9,13.9,0,0.81,0.56,0.34,1
1518,72,21.083333333333332,1006,95,0,0.92,12.0,1,1.4,0,0.7,0.02,0.55,0
194,75,2.5866666666666664,2522,56,1,0.23,12.0,1,6.5,0,0.63,0.11,0.84,0
86231,45640,1.8893733567046451,480,52,1,12.07,290.0,2,15.0,1,0.81,0.31,0.16,1
11,7,1.5714285714285714,2836,50,1,0.37,0.0,0,0.6,0,0.73,0.15,0.71,0
8,2105,0.003800475059382423,41,5,0,30.21,1.0,0,20.2,1,0.87,0.77,0.2,1
1,339,0.0029498525073746312,1506,87,1,2.21,0.3,0,3.4,1,0.78,0.25,0.62,0
1016,9,112.88888888888889,2535,67,1,0.04,0.0,0,2.8,0,0.92,0.04,0.5,0
413,2506,0.164804469273743,44,127,1,5.41,0.0,0,22.8,1,0.91,0.65,0.1,1
6,209,0.028708133971291867,3226,66,1,0.06,0.0,0,3.8,0,0.49,0.17,0.89,0
24,10,2.4,1512,59,0,4.24,7.199999999999999,0,4.1,0,0.68,0.09,0.57,0
29,6836,0.0042422469280280865,77,18,0,12.54,2.0,0,15.8,0,0.99,0.82,0.11,1
3286,37,88.8108108108108,681,111,1,0.69,25.0,1,1.3,1,0.65,0.05,0.93,0
439,3910,0.11227621483375959,136,147,1,10.1,0.0,0,21.4,0,0.96,0.59,0.22,1
75,774,0.09689922480620156,49,8,1,14.78,1.0,0,19.3,1,0.95,0.99,0.0,1
466,220,2.118181818181818,2929,72,1,0.76,19.0,2,4.7,0,0.82,0.18,0.53,0
42,19,2.210526315789474,1384,89,1,0.04,5.0,0,7.2,0,0.84,0.15,0.9,0
24,157,0.15286624203821655,2768,74,1,1.19,6.0,0,7.0,0,0.64,0.24,0.81,0
24,231,0.1038961038961039,675,114,1,0.21,4.0,0,7.7,0,0.77,0.16,0.56,0
63,3730,0.016890080428954422,12,134,1,19.61,1.0,0,20.8,0,0.96,0.72,0.13,1
2091,61,34.278688524590166,1383,70,1,0.85,0.0,0,6.9,0,0.79,0.12,0.84,0
46,40,1.15,880,87,1,0.28,0.0,0,1.1,1,0.54,0.11,0.85,0
5229,9657,0.5414725069897484,185,89,1,10.83,26.0,0,16.6,1,0.76,0.42,0.36,1
269,1302,0.206605222734255,139,131,1,11.24,8.0,0,24.0,0,0.89,0.6,0.25,1
66,303,0.21782178217821782,539,112,1,0.17,2.0,0,5.3,0,0.54,0.21,0.94,0
4994,208,24.009615384615383,953,49,1,0.42,27.0,2,8.0,0,0.3,0.22,0.53,0
48,1699,0.028251912889935255,42,14,0,10.39,2.0,0,26.8,1,1.0,0.91,0.15,1
725,70,10.357142857142858,2514,96,0,1.51,0.0,0,7.6,0,0.45,0.22,0.9,0
186,3984,0.046686746987951805,68,152,1,19.3,5.0,0,22.6,1,0.71,0.56,0.29,1
21,109,0.1926605504587156,1283,66,1,0.03,1.0,0,4.9,0,0.73,0.03,0.63,0
83672,52659,1.5889401621755066,421,62,1,5.38,440.0,19,13.2,1,0.77,0.36,0.16,1
889,6,148.16666666666666,3416,69,1,0.57,11.0,1,5.5,1,0.42,0.19,0.88,0
821,665,1.2345864661654136,860,59,1,0.44,52.0,1,2.1,0,0.85,0.2,0.7,0
82,1639,0.050030506406345335,81,9,0,13.48,2.0,0,19.1,1,0.89,0.79,0.05,1
158,0,158.0,2755,106,0,0.7,12.0,0,4.6,0,0.81,0.01,0.71,0
99,4834,0.020479933802234174,36,6,1,28.54,2.0,0,29.8,0,0.91,0.66,0.11,1
499,4477,0.11145856600402054,187,137,0,12.99,0.0,0,29.2,1,0.76,0.79,0.21,1
137,284,0.4823943661971831,1480,96,1,0.42,20.0,1,7.4,0,0.46,0.05,0.6,0
44,3552,0.012387387387387387,35,18,0,32.07,0.0,0,22.1,1,0.96,0.78,0.11,1
218,651,0.3348694316436252,3874,80,1,1.59,4.0,0,6.4,0,0.56,0.03,0.89,0
505,496,1.0181451612903225,2505,57,1,1.48,0.0,0,0.0,0,0.43,0.22,0.89,0
60,375,0.16,1013,43,1,1.06,1.0,0,4.7,0,0.47,0.23,0.93,0
58,1100,0.05272727272727273,25,0,1,19.93,2.0,0,25.5,1,0.9,0.95,0.05,1
15,53,0.2830188679245283,627,26,0,0.42,4.5,0,5.0,1,0.62,0.12,0.7,0
37,5,7.4,3205,102,1,0.37,11.1,0,3.7,0,0.5,0.12,0.6,0
60038,76326,0.7865995859864267,469,69,1,9.14,61.0,0,18.1,0,0.89,0.6,0.29,1
27,4828,0.005592377796188898,72,16,1,44.62,1.0,0,20.8,0,0.9,0.65,0.1,1
41,2335,0.017558886509635975,66,12,0,21.35,2.0,0,28.3,1,0.87,0.83,0.12,1
205,294,0.6972789115646258,982,92,1,0.71,8.0,0,3.0,1,0.75,0.18,0.62,0
198,35,5.6571428571428575,2802,71,1,0.37,3.0,0,3.4,0,0.35,0.02,0.66,0
